2025-02-26 19:14:05,Error in main: 'BUY_PRICE'
2025-02-26 19:32:41,Error in main: 'BUY_PRICE'
2025-02-26 19:33:18,Error in main: 'OI_CHANGE'
2025-02-26 19:34:24,Error in main: 'IV_CHANGE'
2025-02-26 19:34:57,Error in main: 'TIMESTAMP'
