Timestamp,Signal Type,Price
2025-05-08 02:55:00,BUY,98654.84
2025-05-08 02:56:00,BUY,98680.02
2025-05-08 02:57:00,BUY,98653.78
2025-05-08 02:58:00,BUY,98683.17
2025-05-08 02:59:00,BUY,98681.99
2025-05-08 03:00:00,BUY,98653.97
2025-05-08 03:01:00,BUY,98585.01
2025-05-08 03:02:00,BUY,98558.67
2025-05-08 03:03:00,BUY,98628.27
2025-05-08 03:04:00,BUY,98662.65
2025-05-08 03:05:00,BUY,98722.99
2025-05-08 03:06:00,BUY,98720.01
2025-05-08 03:07:00,BUY,98706.34
2025-05-08 03:08:00,BUY,98714.29
2025-05-08 03:09:00,BUY,98793.99
2025-05-08 03:10:00,BUY,98862.41
2025-05-08 03:11:00,BUY,98771.18
2025-05-08 03:12:00,BUY,98726.2
2025-05-08 03:13:00,BUY,98769.0
2025-05-08 03:14:00,BUY,98776.32
2025-05-08 03:15:00,BUY,98698.95
2025-05-08 03:16:00,SELL,98734.29
2025-05-08 03:17:00,SELL,98738.59
2025-05-08 03:18:00,BUY,98810.23
2025-05-08 03:19:00,BUY,98745.95
2025-05-08 03:20:00,BUY,98812.0
2025-05-08 03:21:00,BUY,98804.62
2025-05-08 03:22:00,BUY,98760.14
2025-05-08 03:23:00,BUY,98758.24
2025-05-08 03:24:00,BUY,98800.01
2025-05-08 03:25:00,BUY,98809.52
2025-05-08 03:26:00,BUY,98839.98
2025-05-08 03:27:00,BUY,98806.5
2025-05-08 03:28:00,BUY,98806.48
2025-05-08 03:29:00,BUY,98809.52
2025-05-08 03:30:00,BUY,98828.0
2025-05-08 03:31:00,BUY,98800.0
2025-05-08 03:32:00,BUY,98766.14
2025-05-08 03:33:00,BUY,98727.52
2025-05-08 03:34:00,BUY,98746.7
2025-05-08 03:35:00,BUY,98814.46
2025-05-08 03:36:00,BUY,98816.73
2025-05-08 03:37:00,BUY,98806.07
2025-05-08 03:38:00,BUY,98800.36
2025-05-08 03:39:00,BUY,98791.0
2025-05-08 03:40:00,BUY,98809.53
2025-05-08 03:41:00,BUY,98923.42
2025-05-08 03:42:00,BUY,98965.28
2025-05-08 03:43:00,BUY,98980.0
2025-05-08 03:44:00,BUY,99108.82
2025-05-08 03:45:00,BUY,99045.05
2025-05-08 03:46:00,BUY,98952.4
2025-05-08 03:47:00,BUY,98915.99
2025-05-08 03:48:00,BUY,98862.32
2025-05-08 03:49:00,BUY,98985.18
2025-05-08 03:50:00,BUY,98927.0
2025-05-08 03:51:00,BUY,98958.25
2025-05-08 03:52:00,BUY,99021.97
2025-05-08 03:53:00,BUY,99005.95
2025-05-08 03:54:00,BUY,99010.78
2025-05-08 03:55:00,BUY,99018.0
2025-05-08 03:56:00,BUY,99024.75
2025-05-08 03:57:00,BUY,99121.84
2025-05-08 03:58:00,BUY,99169.99
2025-05-08 03:59:00,BUY,99152.79
2025-05-08 04:00:00,BUY,99233.67
2025-05-08 04:01:00,BUY,99217.19
2025-05-08 04:02:00,BUY,99173.23
2025-05-08 04:03:00,BUY,99147.29
2025-05-08 04:04:00,BUY,99236.98
2025-05-08 04:05:00,BUY,99325.07
2025-05-08 04:06:00,BUY,99367.46
2025-05-08 04:07:00,BUY,99363.63
2025-05-08 04:08:00,BUY,99319.64
2025-05-08 04:09:00,BUY,99213.18
2025-05-08 04:10:00,BUY,99154.71
2025-05-08 04:11:00,BUY,99199.96
2025-05-08 04:12:00,BUY,99236.06
2025-05-08 04:13:00,BUY,99160.02
