Timestamp,Signal Type,Price,Additional Info
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,Not enough data for signal,,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97139.99,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97104.96,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97109.46,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97021.73,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97048.1,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97091.58,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97086.96,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97086.96,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97079.42,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97086.95,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97126.29,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97129.75,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97103.24,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97109.94,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97138.19,
2025-05-15 21:02:29,RANGE | Signal: HOLD,97000.01,
2025-05-15 21:02:29,RANGE | Signal: HOLD,96961.13,
2025-05-15 21:02:29,RANGE | Signal: BUY,96920.64,
2025-05-15 21:02:29,RANGE | Signal: SELL,96902.44,
2025-05-15 21:02:29,RANGE | Signal: HOLD,96930.07,
2025-05-15 21:02:29,RANGE | Signal: HOLD,96953.0,
2025-05-15 21:02:29,RANGE | Signal: HOLD,96909.9,
2025-05-15 21:02:29,RANGE | Signal: HOLD,96903.2,
